text,intent
"Halo, berapa harga radiator mobil?",ask_sparepart_price
Saya pengen tahu harga pompa bensin motor!,ask_sparepart_price
"Harga klakson motor matic berapa, bro?",ask_sparepart_price
Berapa harga injektor motor sport?,ask_sparepart_price
"Bro, harga wiper mobil berapa ya?",ask_sparepart_price
"Halo, berapa harga kampas kopling motor?",ask_sparepart_price
Saya mau tahu harga ban tubeless motor!,ask_sparepart_price
Harga aki motor Yamaha NMax berapa?,ask_sparepart_price
"Berapa harga lampu rem mobil, bro?",ask_sparepart_price
"Bro, harga rantai keteng motor berapa?",ask_sparepart_price
"Halo, berapa harga filter oli mobil?",ask_sparepart_price
Saya pengen tahu harga velg aftermarket!,ask_sparepart_price
"Harga busi iridium motor berapa, bro?",ask_sparepart_price
Berapa harga spion mobil Honda?,ask_sparepart_price
"Bro, harga shockbreaker belakang berapa?",ask_sparepart_price
"Halo, berapa harga karburator aftermarket?",ask_sparepart_price
Saya mau tahu harga dinamo starter mobil!,ask_sparepart_price
"Harga knalpot racing motor berapa, bro?",ask_sparepart_price
Berapa harga oli gardan motor matic?,ask_sparepart_price
"Bro, harga lampu sein motor berapa?",ask_sparepart_price
"Halo, berapa harga bearing roda mobil?",ask_sparepart_price
Saya pengen tahu harga pompa air radiator!,ask_sparepart_price
"Harga ban mobil Bridgestone berapa, bro?",ask_sparepart_price
"Berapa harga rantai motor sport, bro?",ask_sparepart_price
"Bro, harga klakson aftermarket berapa?",ask_sparepart_price
"Halo, berapa harga injektor mobil?",ask_sparepart_price
Saya mau tahu harga wiper aftermarket!,ask_sparepart_price
Harga kampas rem belakang motor berapa?,ask_sparepart_price
"Berapa harga filter udara mobil, bro?",ask_sparepart_price
"Bro, harga busi mobil Toyota berapa?",ask_sparepart_price
"Halo, berapa harga velg racing motor?",ask_sparepart_price
Saya pengen tahu harga oli mesin mobil!,ask_sparepart_price
Harga shock depan motor matic berapa?,ask_sparepart_price
"Berapa harga lampu LED motor, bro?",ask_sparepart_price
"Bro, harga rantai timing motor berapa?",ask_sparepart_price
"Bro, ada diskon servis motor gak?",ask_discount_info
"Halo, promo apa yang lagi berlaku?",ask_discount_info
Saya mau tahu info diskon ganti oli!,ask_discount_info
"Ada promo servis mobil bulan ini, bro?",ask_discount_info
Berapa diskon buat servis rutin matic?,ask_discount_info
"Bro, ada promo ganti ban motor gak?",ask_discount_info
"Halo, diskon servis motor sport berapa?",ask_discount_info
Saya pengen tahu promo servis AC mobil!,ask_discount_info
"Ada diskon buat ganti kampas rem, bro?",ask_discount_info
Promo servis motor matic apa aja ya?,ask_discount_info
"Bro, diskon ganti busi motor berapa?",ask_discount_info
"Halo, ada promo servis rem mobil gak?",ask_discount_info
Saya mau tahu info diskon tune-up motor!,ask_discount_info
"Diskon servis motor bebek ada gak, bro?",ask_discount_info
Berapa promo buat servis injeksi motor?,ask_discount_info
"Bro, ada diskon ganti oli mobil gak?",ask_discount_info
"Halo, promo servis radiator mobil apa?",ask_discount_info
Saya pengen tahu diskon servis full motor!,ask_discount_info
"Ada promo ganti aki motor, bro?",ask_discount_info
Diskon servis shockbreaker berapa ya?,ask_discount_info
"Bro, promo servis motor NMax ada gak?",ask_discount_info
"Halo, ada diskon buat ganti rantai motor?",ask_discount_info
Saya mau tahu promo servis lampu mobil!,ask_discount_info
"Diskon servis karburator ada gak, bro?",ask_discount_info
Berapa promo ganti ban tubeless motor?,ask_discount_info
"Bro, ada diskon servis kopling mobil gak?",ask_discount_info
"Halo, promo servis velg motor apa aja?",ask_discount_info
Saya pengen tahu diskon ganti knalpot!,ask_discount_info
"Ada promo servis motor sport, bro?",ask_discount_info
Diskon ganti filter udara berapa ya?,ask_discount_info
"Bro, promo servis rutin mobil ada gak?",ask_discount_info
"Halo, ada diskon buat servis wiper mobil?",ask_discount_info
Saya mau tahu promo ganti spion motor!,ask_discount_info
Diskon servis dinamo starter ada gak?,ask_discount_info
"Berapa promo servis rem ABS mobil, bro?",ask_discount_info
"Bro, ada diskon ganti oli gardan gak?",ask_discount_info
"Halo, promo servis rantai keteng apa?",ask_discount_info
Saya pengen tahu diskon servis ban mobil!,ask_discount_info
"Diskon servis motor Vario ada gak, bro?",ask_discount_info
Berapa promo ganti lampu LED motor?,ask_discount_info
"Bro, ada diskon servis full tune-up gak?",ask_discount_info
"Halo, promo servis klakson mobil apa?",ask_discount_info
Saya mau tahu diskon ganti busi iridium!,ask_discount_info
Diskon servis injektor motor ada gak?,ask_discount_info
Berapa promo servis shock depan motor?,ask_discount_info
"Bro, ada diskon ganti kampas kopling gak?",ask_discount_info
"Halo, promo servis motor Kawasaki apa?",ask_discount_info
Saya pengen tahu diskon servis radiator!,ask_discount_info
"Diskon servis lampu rem ada gak, bro?",ask_discount_info
Berapa promo ganti oli mesin mobil?,ask_discount_info
"Bro, ada diskon servis tune-up motor gak?",ask_discount_info
"Bro, bisa bayar servis pake QRIS gak?",ask_payment_methods
"Halo, metode pembayaran apa aja yang diterima?",ask_payment_methods
Saya mau tahu cara bayar servis motor!,ask_payment_methods
"Bisa bayar ganti oli pake kartu kredit, bro?",ask_payment_methods
Metode pembayaran buat servis mobil apa aja?,ask_payment_methods
"Bro, bisa bayar cash untuk servis matic gak?",ask_payment_methods
"Halo, ada opsi bayar pake GoPay gak?",ask_payment_methods
Saya pengen tahu bayar servis bisa transfer?,ask_payment_methods
"Bisa bayar servis motor pake OVO, bro?",ask_payment_methods
Metode pembayaran buat ganti ban apa aja?,ask_payment_methods
"Bro, bisa bayar servis pake debit gak?",ask_payment_methods
"Halo, bayar servis mobil bisa pake ShopeePay?",ask_payment_methods
Saya mau tahu opsi bayar buat ganti busi!,ask_payment_methods
"Bisa bayar cash aja buat servis motor, bro?",ask_payment_methods
Metode pembayaran servis rem mobil apa aja?,ask_payment_methods
"Bro, bisa bayar servis pake DANA gak?",ask_payment_methods
"Halo, bayar ganti aki bisa kartu kredit gak?",ask_payment_methods
Saya pengen tahu cara bayar servis rutin!,ask_payment_methods
"Bisa bayar servis motor pake LinkAja, bro?",ask_payment_methods
Metode pembayaran buat ganti oli mobil apa?,ask_payment_methods
"Bro, bisa bayar servis pake transfer bank gak?",ask_payment_methods
"Halo, bayar servis knalpot bisa QRIS gak?",ask_payment_methods
Saya mau tahu opsi bayar buat ganti kampas rem!,ask_payment_methods
"Bisa bayar cash untuk servis shockbreaker, bro?",ask_payment_methods
Metode pembayaran servis AC mobil apa aja?,ask_payment_methods
"Bro, bisa bayar servis pake kartu debit gak?",ask_payment_methods
"Halo, bayar ganti velg bisa pake GoPay gak?",ask_payment_methods
Saya pengen tahu cara bayar servis radiator!,ask_payment_methods
"Bisa bayar servis motor pake ShopeePay, bro?",ask_payment_methods
Metode pembayaran buat ganti rantai apa aja?,ask_payment_methods
"Bro, bisa bayar servis pake OVO gak?",ask_payment_methods
"Halo, bayar servis lampu mobil bisa transfer?",ask_payment_methods
Saya mau tahu opsi bayar buat servis karburator!,ask_payment_methods
"Bisa bayar cash aja buat servis injektor, bro?",ask_payment_methods
Metode pembayaran servis tune-up apa aja?,ask_payment_methods
"Halo, bayar ganti wiper bisa kartu kredit gak?",ask_payment_methods
Saya pengen tahu cara bayar servis full motor!,ask_payment_methods
Metode pembayaran buat ganti spion apa aja?,ask_payment_methods
"Halo, bayar servis rem ABS bisa transfer gak?",ask_payment_methods
Saya mau tahu opsi bayar buat ganti oli gardan!,ask_payment_methods
"Bisa bayar cash untuk servis rantai keteng, bro?",ask_payment_methods
Metode pembayaran servis ban mobil apa aja?,ask_payment_methods
"Bro, bisa bayar servis pake GoPay gak?",ask_payment_methods
"Halo, bayar servis klakson bisa kartu debit gak?",ask_payment_methods
Saya pengen tahu cara bayar servis lampu rem!,ask_payment_methods
Metode pembayaran buat ganti busi iridium apa?,ask_payment_methods
"Bro, mesin motor gue bunyi aneh banget!",report_complaint
"Halo, rem mobil saya kok blong, nih!",report_complaint
"Saya mau komplain, motor matic sering mati!",report_complaint
"Suspensi motor sport gue keras banget, bro!",report_complaint
"Mobil saya berisik pas nyala, apa itu?",report_complaint
"Bro, aki motor cepet banget habis!",report_complaint
"Halo, knalpot motor gue bocor, dong!",report_complaint
"Saya pengen komplain, lampu mobil ga nyala!",report_complaint
"Kopling motor bebek gue selip, bro!",report_complaint
"Mesin mobil panas banget, kenapa ya?",report_complaint
"Bro, ban motor matic gue gampang kempes!",report_complaint
"Halo, karburator motor sering mampet!",report_complaint
"Saya mau lapor, AC mobil ga dingin!",report_complaint
"Rantai motor sport gue kendor terus, bro!",report_complaint
"Mobil saya geter pas ngegas, apa itu?",report_complaint
"Bro, oli mesin motor cepet banget habis!",report_complaint
"Halo, spion mobil gue lelet geraknya!",report_complaint
"Saya pengen komplain, rem motor bunyi!",report_complaint
"Shockbreaker motor matic rusak, bro!",report_complaint
Mesin motor bebek gue ga bertenaga!,report_complaint
"Bro, wiper mobil ga jalan, nih!",report_complaint
"Halo, lampu sein motor mati sebelah!",report_complaint
"Saya mau komplain, radiator mobil bocor!",report_complaint
Knalpot motor sport gue asapnya tebel!,report_complaint
"Mobil saya susah distarter, kenapa ya?",report_complaint
"Bro, handle rem motor keras banget!",report_complaint
"Halo, velg motor gue bengkok, dong!",report_complaint
"Saya pengen lapor, injeksi motor bermasalah!",report_complaint
"Ban mobil sering bocor, apa itu, bro?",report_complaint
Mesin motor matic gue overheat terus!,report_complaint
"Bro, klakson mobil ga bunyi sama sekali!",report_complaint
"Halo, rantai keteng motor berisik banget!",report_complaint
"Saya mau komplain, setir mobil berat!",report_complaint
"Suspensi mobil bunyi jeduk-jeduk, bro!",report_complaint
"Motor sport gue tarikannya lelet, kenapa?",report_complaint
"Bro, lampu rem motor ga nyala!",report_complaint
"Halo, pompa bensin mobil bermasalah!",report_complaint
"Saya pengen komplain, karburator banjir!",report_complaint
"Busi motor bebek gue cepet mati, bro!",report_complaint
"Mobil saya bau bensin, kenapa ya?",report_complaint
"Bro, shock depan motor bocor oli!",report_complaint
"Halo, dinamo starter motor ga jalan!",report_complaint
"Saya mau lapor, rem ABS mobil error!",report_complaint
"Rantai motor matic gue putus, bro!",report_complaint
"Mobil saya geter pas idle, apa itu?",report_complaint
"Bro, injektor motor matic mampet!",report_complaint
"Halo, lampu dashboard mobil mati!",report_complaint
"Saya pengen komplain, kopling mobil selip!",report_complaint
"Ban motor sport gue aus cepet, bro!",report_complaint
"Mesin mobil bunyi tik-tik, kenapa ya?",report_complaint
"Bro, filter udara motor kotor banget!",report_complaint
"Halo, transmisi mobil bunyi aneh!",report_complaint
"Bro, motor gue bunyi kletek-kletek pas jalan!",describe_symptoms
"Halo, mobil saya goyang pas ngerem!",describe_symptoms
Motor matic gue tarikannya berat banget!,describe_symptoms
Saya dengar bunyi gemeretak dari ban mobil!,describe_symptoms
"Mesin motor sport panas, asap keluar!",describe_symptoms
"Bro, rem motor bebek gue bunyi cit-cit!",describe_symptoms
"Halo, AC mobil dingin cuma 5 menit!",describe_symptoms
Saya notice motor matic mati tiba-tiba!,describe_symptoms
Kopling motor sport gue keras pas ditarik!,describe_symptoms
"Mobil saya bau gosong pas nyala, bro!",describe_symptoms
"Bro, rantai motor bebek bunyi kletuk-kletuk!",describe_symptoms
"Halo, lampu depan motor redup banget!",describe_symptoms
Saya lihat oli motor bocor di bawah!,describe_symptoms
Suspensi mobil bunyi gluduk pas lewat polisi tidur!,describe_symptoms
"Motor matic gue geter pas idle, bro!",describe_symptoms
"Bro, setir mobil bergetar pas ngebut!",describe_symptoms
"Halo, knalpot motor keluar asap putih!",describe_symptoms
Saya dengar bunyi decit dari rem mobil!,describe_symptoms
Shockbreaker motor sport keras banget!,describe_symptoms
"Mobil saya susah pindah gigi, bro!",describe_symptoms
"Bro, aki motor drop tiap malem!",describe_symptoms
"Halo, karburator motor banjir pas gas!",describe_symptoms
Saya notice mesin mobil bunyi kasar!,describe_symptoms
Lampu sein motor nyala cuma sebelah!,describe_symptoms
Motor bebek gue boros bensin banget!,describe_symptoms
"Bro, wiper mobil cuma gerak pelan!",describe_symptoms
"Halo, rantai keteng motor bunyi terus!",describe_symptoms
Saya lihat ban mobil kempes sebelah!,describe_symptoms
Mesin motor matic panas pas macet!,describe_symptoms
Mobil saya geter pas gas di 80 km/jam!,describe_symptoms
"Bro, klakson motor lelet bunyinya!",describe_symptoms
"Halo, injektor motor bunyi aneh pas nyala!",describe_symptoms
Saya dengar bunyi ketukan dari mesin mobil!,describe_symptoms
Suspensi motor bebek amblas pas bonceng!,describe_symptoms
Motor sport gue mati pas di lampu merah!,describe_symptoms
"Bro, lampu rem mobil redup banget!",describe_symptoms
"Halo, pompa bensin motor lelet nyedot!",describe_symptoms
Saya notice setir mobil miring ke kiri!,describe_symptoms
Rantai motor matic kendor tiap minggu!,describe_symptoms
"Mobil saya bau oli pas AC nyala, bro!",describe_symptoms
"Bro, shock depan motor bunyi glodak-glodak!",describe_symptoms
"Halo, dinamo starter mobil cuma bunyi klik!",describe_symptoms
Saya lihat asap hitam dari knalpot motor!,describe_symptoms
"Rem motor sport gue ga pakem, bro!",describe_symptoms
Mobil saya bunyi aneh pas belok!,describe_symptoms
"Bro, filter udara motor bikin sesak mesin!",describe_symptoms
"Halo, transmisi mobil tersendat pas pindah!",describe_symptoms
Saya notice ban motor sport licin di basah!,describe_symptoms
Mesin motor bebek bunyi ngorok pas gas!,describe_symptoms
"Mobil saya geter pas rpm rendah, bro!",describe_symptoms
"Bro, lampu dashboard motor ga nyala!",describe_symptoms
"Halo, kopling motor matic slip pas nanjak!",describe_symptoms
"Bro, mesin mobil bunyi aneh, cara benerinnya?",ask_troubleshooting
"Halo, motor matic mati tiba-tiba, apa solusinya?",ask_troubleshooting
Saya mau tahu cara atasi rem mobil blong!,ask_troubleshooting
"Ban motor kempes terus, gimana benerinnya, bro?",ask_troubleshooting
"Mobil saya geter pas ngegas, apa yang salah?",ask_troubleshooting
"Bro, aki motor cepet habis, solusinya apa?",ask_troubleshooting
"Halo, knalpot motor bocor, cara perbaikinya?",ask_troubleshooting
Saya pengen tahu cara benerin lampu mobil mati!,ask_troubleshooting
"Kopling motor selip, apa yang harus dicek?",ask_troubleshooting
"Mesin mobil panas banget, solusi apa, bro?",ask_troubleshooting
"Bro, rantai motor kendor, cara ngatasinnya?",ask_troubleshooting
"Halo, karburator motor mampet, apa solusinya?",ask_troubleshooting
"Saya mau atasi AC mobil ga dingin, gimana?",ask_troubleshooting
"Suspensi motor bunyi, benerinnya gimana, bro?",ask_troubleshooting
"Mobil saya susah distarter, apa yang dilakukan?",ask_troubleshooting
"Bro, rem motor bunyi, cara ngilanginnya apa?",ask_troubleshooting
"Halo, shockbreaker motor rusak, solusi apa?",ask_troubleshooting
Saya pengen tahu cara benerin mesin motor lelet!,ask_troubleshooting
"Wiper mobil ga jalan, gimana benerinnya, bro?",ask_troubleshooting
"Lampu sein motor mati, apa yang harus diperbaiki?",ask_troubleshooting
"Bro, radiator mobil bocor, solusinya apa?",ask_troubleshooting
"Halo, knalpot motor asap tebel, cara atasinya?",ask_troubleshooting
Saya mau tahu cara benerin setir mobil berat!,ask_troubleshooting
"Rantai keteng motor berisik, gimana ngatasinnya?",ask_troubleshooting
"Mobil saya bau bensin, apa solusinya, bro?",ask_troubleshooting
"Bro, injektor motor mampet, cara bersihinnya?",ask_troubleshooting
"Halo, lampu dashboard mobil mati, apa yang dicek?",ask_troubleshooting
"Saya pengen atasi kopling mobil selip, gimana?",ask_troubleshooting
"Ban motor aus cepet, solusi apa, bro?",ask_troubleshooting
"Mesin motor overheat, cara ngatasinnya apa?",ask_troubleshooting
"Bro, klakson mobil ga bunyi, benerinnya gimana?",ask_troubleshooting
"Halo, velg motor bengkok, apa solusinya?",ask_troubleshooting
Saya mau tahu cara benerin rem ABS mobil error!,ask_troubleshooting
"Rantai motor putus, gimana ngatasinnya, bro?",ask_troubleshooting
"Mobil geter pas idle, apa yang harus diperbaiki?",ask_troubleshooting
"Bro, lampu rem motor ga nyala, solusi apa?",ask_troubleshooting
"Halo, pompa bensin mobil bermasalah, cara benerin?",ask_troubleshooting
Saya pengen tahu cara atasi karburator banjir!,ask_troubleshooting
"Busi motor cepet mati, apa yang salah, bro?",ask_troubleshooting
"Mobil bau oli, gimana cara ngatasinnya?",ask_troubleshooting
"Bro, shock depan motor bocor, solusi apa?",ask_troubleshooting
"Halo, dinamo starter motor ga jalan, apa solusinya?",ask_troubleshooting
"Saya mau atasi rem motor keras, gimana caranya?",ask_troubleshooting
"Injeksi motor bunyi aneh, benerinnya gimana?",ask_troubleshooting
"Mobil bunyi tik-tik dari mesin, apa solusinya?",ask_troubleshooting
"Bro, filter udara motor kotor, cara bersihinnya?",ask_troubleshooting
"Halo, transmisi mobil bunyi, apa yang diperbaiki?",ask_troubleshooting
Saya pengen tahu cara benerin ban mobil bocor!,ask_troubleshooting
"Mesin motor ngorok, solusi apa, bro?",ask_troubleshooting
"Mobil geter pas rpm rendah, gimana ngatasinnya?",ask_troubleshooting
"Bro, lampu dashboard motor mati, apa solusinya?",ask_troubleshooting
"Halo, kopling motor slip, cara benerinnya apa?",ask_troubleshooting
"Bro, saran perawatan motor matic apa ya?",request_service_advice
"Halo, tips jaga mesin mobil biar awet?",request_service_advice
Saya mau tahu cara rawat rem motor bebek!,request_service_advice
"Apa saran buat perawatan ban mobil, bro?",request_service_advice
Tips merawat motor sport biar ga cepet rusak?,request_service_advice
"Bro, cara jaga aki motor supaya tahan lama?",request_service_advice
"Halo, saran perawatan knalpot motor apa?",request_service_advice
Saya pengen tahu tips rawat lampu mobil!,request_service_advice
Apa saran buat jaga kopling motor bebek?,request_service_advice
"Tips perawatan mesin mobil, apa aja, bro?",request_service_advice
"Bro, cara rawat rantai motor sport gimana?",request_service_advice
"Halo, saran jaga karburator motor biar awet?",request_service_advice
Saya mau tahu tips perawatan AC mobil!,request_service_advice
"Apa saran buat rawat suspensi motor, bro?",request_service_advice
"Tips jaga mesin motor matic, apa aja?",request_service_advice
"Bro, cara rawat setir mobil supaya enteng?",request_service_advice
"Halo, saran perawatan shockbreaker motor?",request_service_advice
Saya pengen tahu tips jaga radiator mobil!,request_service_advice
"Apa saran buat rawat ban motor matic, bro?",request_service_advice
"Tips perawatan wiper mobil, apa aja?",request_service_advice
"Bro, cara jaga lampu sein motor biar awet?",request_service_advice
"Halo, saran rawat rantai keteng motor?",request_service_advice
Saya mau tahu tips perawatan velg mobil!,request_service_advice
"Apa saran buat jaga injeksi motor, bro?",request_service_advice
"Tips rawat rem ABS mobil, apa aja?",request_service_advice
"Bro, cara jaga klakson motor supaya tahan?",request_service_advice
"Halo, saran perawatan pompa bensin mobil?",request_service_advice
Saya pengen tahu tips rawat busi motor!,request_service_advice
"Apa saran buat jaga shock depan motor, bro?",request_service_advice
"Tips perawatan dinamo starter mobil, apa?",request_service_advice
"Bro, cara rawat filter udara motor gimana?",request_service_advice
"Halo, saran jaga transmisi mobil biar awet?",request_service_advice
Saya mau tahu tips rawat lampu rem motor!,request_service_advice
Apa saran buat jaga karburator motor bebek?,request_service_advice
"Tips rawat ban tubeless motor, apa aja, bro?",request_service_advice
"Bro, cara jaga oli mesin mobil supaya awet?",request_service_advice
"Halo, saran perawatan spion mobil apa?",request_service_advice
Saya pengen tahu tips jaga rantai motor!,request_service_advice
Apa saran buat rawat knalpot racing motor?,request_service_advice
"Tips perawatan kopling mobil, apa aja, bro?",request_service_advice
"Bro, cara jaga velg aftermarket motor?",request_service_advice
"Halo, saran rawat lampu LED motor biar awet?",request_service_advice
Saya mau tahu tips jaga injektor mobil!,request_service_advice
"Apa saran buat rawat rem motor sport, bro?",request_service_advice
"Tips rawat rantai timing motor, apa aja?",request_service_advice
"Bro, cara jaga filter oli mobil gimana?",request_service_advice
"Halo, saran perawatan shock belakang motor?",request_service_advice
Saya pengen tahu tips jaga busi iridium!,request_service_advice
Apa saran buat rawat mesin motor Vario?,request_service_advice
"Tips perawatan radiator motor, apa aja, bro?",request_service_advice
"Bro, cara jaga lampu dashboard mobil?",request_service_advice
"Halo, saran rawat kopling motor matic?",request_service_advice
"Bro, bisa hubungin ke CS langsung gak?",escalate_to_human
"Halo, saya mau bicara sama orang bengkel!",escalate_to_human
Saya pengen ngobrol sama customer service!,escalate_to_human
"Tolong sambungkan ke tim support, bro!",escalate_to_human
Bisa minta tolong ke orang langsung gak?,escalate_to_human
"Bro, hubungin ke mekanik bengkel dong!",escalate_to_human
"Halo, saya butuh bantuan dari CS asli!",escalate_to_human
Saya mau ngomong langsung sama petugas!,escalate_to_human
"Tolong sambungkan ke human support, bro!",escalate_to_human
"Bisa hubungin ke tim bengkel gak, bro?",escalate_to_human
"Bro, saya pengen bicara sama orang langsung!",escalate_to_human
"Halo, tolong sambung ke customer service!",escalate_to_human
"Saya butuh ngobrol sama mekanik, bro!",escalate_to_human
Bisa minta bantuan ke CS manusia gak?,escalate_to_human
"Bro, sambungin ke tim support bengkel!",escalate_to_human
"Halo, saya mau bicara sama petugas bengkel!",escalate_to_human
"Saya pengen ngomong langsung ke CS, bro!",escalate_to_human
"Tolong hubungkan ke orang bengkel, dong!",escalate_to_human
"Bisa sambung ke human CS gak, bro?",escalate_to_human
"Bro, saya butuh bantuan dari mekanik asli!",escalate_to_human
"Halo, tolong sambungkan ke tim support!",escalate_to_human
"Saya mau bicara sama orang, bukan bot!",escalate_to_human
Bisa hubungin ke petugas bengkel gak?,escalate_to_human
"Bro, sambungin ke CS langsung dong!",escalate_to_human
"Halo, saya pengen ngobrol sama manusia!",escalate_to_human
"Saya butuh bantuan dari tim bengkel, bro!",escalate_to_human
Tolong sambungkan ke mekanik langsung!,escalate_to_human
"Bisa minta tolong ke CS asli gak, bro?",escalate_to_human
"Bro, hubungin ke orang support bengkel!",escalate_to_human
"Halo, saya mau bicara sama tim CS!",escalate_to_human
Saya pengen ngomong sama petugas langsung!,escalate_to_human
Bisa sambung ke customer service manusia?,escalate_to_human
"Bro, tolong hubungin ke mekanik bengkel!",escalate_to_human
"Halo, saya butuh ngobrol sama orang CS!",escalate_to_human
Saya mau bicara langsung ke tim support!,escalate_to_human
"Tolong sambungkan ke CS bengkel, bro!",escalate_to_human
Bisa hubungin ke petugas manusia gak?,escalate_to_human
"Bro, saya pengen bantuan dari mekanik!",escalate_to_human
"Halo, sambungkan ke customer service dong!",escalate_to_human
Saya butuh ngomong sama orang bengkel!,escalate_to_human
Bisa minta bantuan ke tim CS langsung?,escalate_to_human
"Bro, tolong sambung ke human support!",escalate_to_human
"Halo, saya mau bicara sama mekanik asli!",escalate_to_human
Saya pengen ngobrol langsung sama CS!,escalate_to_human
"Tolong hubungkan ke petugas bengkel, bro!",escalate_to_human
"Bisa sambungin ke orang CS gak, bro?",escalate_to_human
"Bro, saya butuh bantuan dari tim manusia!",escalate_to_human
"Halo, sambungkan ke tim bengkel langsung!",escalate_to_human
"Saya mau bicara sama petugas, bukan bot!",escalate_to_human
"Bisa hubungin ke CS bengkel gak, bro?",escalate_to_human
"Bro, tolong sambung ke mekanik langsung!",escalate_to_human
"Halo, saya pengen ngomong sama orang!",escalate_to_human
"Bro, jenis servis apa aja yang ada di bengkel?",ask_service_types
"Halo, layanan servis motor apa yang tersedia?",ask_service_types
"Saya mau tahu jenis servis buat mobil, bro!",ask_service_types
Ada servis apa aja buat motor matic?,ask_service_types
"Jenis layanan buat motor sport apa, bro?",ask_service_types
"Bro, bengkel ini bisa servis apa aja sih?",ask_service_types
"Halo, apa aja servis yang kalian tawarkan?",ask_service_types
Saya pengen tahu layanan servis rutin mobil!,ask_service_types
"Servis buat motor bebek ada apa aja, bro?",ask_service_types
Jenis servis buat ganti oli motor apa ya?,ask_service_types
"Bro, ada servis khusus buat mobil diesel gak?",ask_service_types
"Halo, layanan servis AC mobil ada gak?",ask_service_types
Saya mau tahu jenis servis rem motor!,ask_service_types
Servis apa aja yang bisa buat motor matic?,ask_service_types
"Bro, bengkel ini punya servis tune-up gak?",ask_service_types
Jenis layanan buat mobil tua apa aja?,ask_service_types
"Halo, ada servis ganti ban motor gak?",ask_service_types
Saya pengen tahu servis buat suspensi mobil!,ask_service_types
Servis knalpot motor apa aja yang ada?,ask_service_types
"Bro, layanan servis injeksi motor ada gak?",ask_service_types
Jenis servis buat motor Yamaha NMax apa?,ask_service_types
"Halo, ada servis khusus karburator gak?",ask_service_types
Saya mau tahu layanan servis lampu mobil!,ask_service_types
"Servis apa aja buat motor sport, bro?",ask_service_types
"Bro, bengkel ini bisa servis kopling mobil?",ask_service_types
Jenis layanan buat ganti aki motor apa?,ask_service_types
"Halo, ada servis buat radiator mobil gak?",ask_service_types
Saya pengen tahu servis buat motor Vario!,ask_service_types
"Servis rem ABS mobil ada gak, bro?",ask_service_types
"Bro, layanan servis rantai motor apa aja?",ask_service_types
Jenis servis buat mobil Honda apa aja?,ask_service_types
"Halo, ada servis ganti busi motor gak?",ask_service_types
Saya mau tahu layanan servis velg mobil!,ask_service_types
Servis apa aja yang tersedia buat moped?,ask_service_types
"Bro, bengkel ini punya servis wiper mobil?",ask_service_types
"Jenis layanan buat motor bebek apa, bro?",ask_service_types
"Halo, ada servis khusus shockbreaker gak?",ask_service_types
Saya pengen tahu servis buat transmisi mobil!,ask_service_types
Servis karburator motor apa aja yang ada?,ask_service_types
"Bro, layanan servis dinamo starter ada gak?",ask_service_types
Jenis servis buat motor sport Kawasaki apa?,ask_service_types
"Halo, ada servis ganti kampas rem gak?",ask_service_types
Saya mau tahu layanan servis lampu LED motor!,ask_service_types
"Servis apa aja buat mobil Toyota, bro?",ask_service_types
"Bro, bengkel ini bisa servis injektor mobil?",ask_service_types
Jenis layanan buat ganti spion motor apa?,ask_service_types
"Halo, ada servis buat klakson mobil gak?",ask_service_types
Saya pengen tahu servis buat motor Honda Beat!,ask_service_types
"Servis rantai keteng motor ada gak, bro?",ask_service_types
"Bro, layanan servis full tune-up apa aja?",ask_service_types
Jenis servis buat mobil listrik apa aja?,ask_service_types
"Halo, ada servis ganti oli gardan gak?",ask_service_types
"Bro, servis motor matic berapa lama sih?",ask_service_duration
"Halo, ganti oli mobil butuh waktu berapa?",ask_service_duration
Saya mau tahu durasi servis rutin motor!,ask_service_duration
"Servis rem motor bebek berapa jam, bro?",ask_service_duration
Berapa lama servis AC mobil selesai?,ask_service_duration
"Bro, cek mesin motor sport butuh berapa lama?",ask_service_duration
"Halo, servis suspensi motor berapa menit?",ask_service_duration
Saya pengen tahu lama servis ganti ban mobil!,ask_service_duration
Servis knalpot motor matic berapa lama?,ask_service_duration
"Bro, ganti kampas rem mobil butuh waktu apa?",ask_service_duration
"Durasi servis injeksi motor berapa, bro?",ask_service_duration
"Halo, servis radiator mobil lama gak?",ask_service_duration
Saya mau tahu berapa lama servis karburator!,ask_service_duration
Servis rantai motor sport butuh berapa jam?,ask_service_duration
"Bro, servis tune-up mobil berapa lama sih?",ask_service_duration
Lama servis ganti aki motor berapa menit?,ask_service_duration
"Halo, servis velg motor butuh waktu berapa?",ask_service_duration
Saya pengen tahu durasi servis lampu mobil!,ask_service_duration
"Servis kopling motor bebek berapa lama, bro?",ask_service_duration
"Bro, ganti busi motor matic cepet gak?",ask_service_duration
Durasi servis rem ABS mobil berapa jam?,ask_service_duration
"Halo, servis wiper mobil lama gak sih?",ask_service_duration
Saya mau tahu lama servis shockbreaker motor!,ask_service_duration
Servis dinamo starter mobil berapa lama?,ask_service_duration
"Bro, servis rantai keteng butuh berapa menit?",ask_service_duration
"Lama servis full tune-up motor berapa, bro?",ask_service_duration
"Halo, servis transmisi mobil butuh waktu apa?",ask_service_duration
Saya pengen tahu durasi servis motor Vario!,ask_service_duration
Servis injektor mobil berapa lama selesai?,ask_service_duration
"Bro, ganti spion motor cepet gak sih?",ask_service_duration
