vehicle_type,problem_description,diagnosis,first_aid,second_aid,third_aid
mobil,Setir mobil bunyi krek pas belok pelan,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter cepet keras,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan keras,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala keras,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala pelan,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan pelan,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot lelet,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari exhaust pelan,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan lelet,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine lelet,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin pelan,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda samping,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok lelet,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter pelan keras,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan lelet,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala lelet,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala lelet,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas lelet,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan lelet,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir lelet,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari roda belakang,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki lelet keras,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai keras,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan lelet,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas belok lelet,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter lelet keras,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan pelan,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala lelet,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala lelet,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan lelet keras,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot keras pelan,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari exhaust keras,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan pelan keras,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine keras lelet,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin lelet,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda keras,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok keras lelet,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter keras lelet,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan keras,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala keras lelet,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala keras lelet,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas keras lelet,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan keras lelet,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir keras lelet,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari roda keras,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki keras lelet,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai keras lelet,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan keras lelet,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas belok keras pelan,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter keras pelan,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan keras lelet,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala keras lelet,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala keras lelet,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan keras lelet,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot keras lelet,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari exhaust keras lelet,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan keras lelet,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine keras pelan,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin keras lelet,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda keras lelet,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok keras pelan,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter keras pelan lelet,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan keras lelet,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala keras pelan,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala keras pelan,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas keras pelan,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi klotok pas jalan keras pelan,Bearing roda aus,"Angkat mobil trus goyangin roda. Kalo goyang berlebih, bearing aus. Ganti bearing.","Kalau bearing oke, cek apa ada aus di hub roda. Ganti hub roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Mesin mobil bunyi aneh pas nyetir keras pelan,Shockbreaker rusak,"Cek shockbreaker apa ada bocor oli. Ganti shockbreaker kalo rusak.","Kalau shockbreaker oke, cek bushing suspensi apa aus. Ganti bushing.","Bawa ke bengkel buat cek suspensi."
motor,Rantai motor bunyi aneh dari roda keras lelet,Kampas rem aus,"Cek ketebalan kampas rem. Ganti kampas rem kalo aus.","Kalau kampas rem oke, cek cakram rem apa bengkok. Ratahin atau ganti cakram.","Kalau bunyi tetep ada, cek kaliper rem."
mobil,Lampu dashboard nyala tanda aki keras pelan,Aki lemah,"Cek voltase aki. Kalo di bawah 12.4V, aki lemah. Charge aki.","Kalau aki sering lemah, cek alternator apa jalan. Ganti alternator kalo rusak.","Kalau alternator oke, ganti aki sama yang baru."
mobil,Lampu dashboard nyala tanda baterai keras pelan,Alternator rusak,"Cek output alternator pake multimeter. Harusnya 13.5-14.5V pas mesin nyala.","Kalau output rendah, ganti alternator.","Kalau alternator oke, cek kabel sama konektor alternator."
motor,Mesin motor bunyi ketuk pas jalan keras pelan,Klep longgar,"Cek celah klep. Atur celah klep sesuai spesifikasi.","Kalau celah klep normal, cek apa ada aus di klep. Ganti klep kalo aus.","Kalau bunyi tetep ada, bawa ke bengkel buat cek lebih lanjut."
mobil,Setir mobil bunyi krek pas belok keras lelet pelan,Tie rod aus,"Cek tie rod apa ada aus. Ganti tie rod kalo aus.","Kalau tie rod oke, cek ball joint apa longgar. Ganti ball joint kalo longgar.","Kalau bunyi tetep ada, cek rack steering."
mobil,Setir mobil bunyi aneh pas muter keras lelet pelan,Power steering pump rusak,"Cek level cairan power steering. Tambahin kalo kurang.","Kalau cairan cukup, cek pompa power steering apa jalan. Ganti pompa kalo rusak.","Kalau pompa oke, cek belt power steering apa kendor."
motor,Lampu motor bunyi tik pas ujan keras pelan,Kabel lampu basah,"Keringin kabel lampu sama soket lampu. Pastiin gak ada air masuk.","Kalau kabel kering, cek apa ada korslet. Isolasi kabel yang terkelupas.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi berderit pas nyala keras pelan,Belt AC kendor,"Cek kekencangan belt AC. Kencengin belt AC kalo kendor.","Kalau belt kenceng, cek pulley AC apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek bearing kompresor AC."
mobil,AC mobil bunyi keras pas nyala keras pelan,Kompresor AC rusak,"Dengerin apa bunyi dari kompresor. Kalo iya, kompresor rusak. Ganti kompresor.","Kalau kompresor oke, cek clutch kompresor apa jalan. Ganti clutch kalo rusak.","Bawa ke bengkel AC buat perbaikan."
motor,Mesin motor bunyi ngorok pas hujan keras pelan,Karburator basah,"Keringin karburator trus pastiin gak ada air masuk.","Kalau karburator kering, cek filter udara apa basah. Keringin atau ganti filter udara.","Kalau bunyi tetep ada, cek sistem pengapian."
mobil,Mesin mobil bunyi aneh dari knalpot keras pelan lelet,Knalpot bocor,"Cek knalpot apa ada bocor. Tambal bocor pake lem knalpot atau ganti knalpot.","Kalau knalpot oke, cek catalytic converter apa tersumbat. Bersihin atau ganti catalytic converter.","Kalau bunyi tetep ada, cek sistem exhaust lain."
mobil,Mesin mobil bunyi aneh dari exhaust keras pelan,Header knalpot retak,"Cek header knalpot apa ada retak. Tambal retak atau ganti header knalpot.","Kalau header oke, cek gasket knalpot apa aus. Ganti gasket kalo aus.","Bawa ke bengkel buat cek lebih lanjut."
motor,Rantai motor bunyi krek pas jalan keras pelan,Rantai kenceng banget,"Cek kekencangan rantai. Longgarin rantai sedikit.","Kalau rantai normal, cek apa ada gigi sprocket patah. Ganti sprocket.","Kalau bunyi tetep ada, ganti rantai."
mobil,Lampu dashboard nyala tanda check engine keras pelan lelet,Sensor MAF rusak,"Sambungin OBD scanner buat baca kode error. Kalo kode sensor MAF, ganti sensor.","Kalau gak ada OBD scanner, cek apa mesin tersendat. Bersihin sensor MAF.","Kalau masalah tetep ada, ganti sensor MAF."
mobil,Lampu dashboard nyala tanda mesin keras pelan,Katalis rusak,"Cek apa ada bau busuk dari knalpot. Kalo iya, katalis rusak. Ganti katalis.","Kalau gak ada bau, cek apa ada kode error katalis di ECU.","Bawa ke bengkel buat diagnosis sama perbaikan."
motor,Mesin motor bunyi ngiung dari roda keras pelan,Bearing roda aus,"Cek bearing roda apa ada goyang berlebih. Ganti bearing kalo aus.","Kalau bearing oke, cek apa ada aus di as roda. Ganti as roda.","Kalau bunyi tetep ada, cek komponen suspensi."
mobil,Setir mobil bunyi decit pas belok keras pelan lelet,Belt power steering kendor,"Cek kekencangan belt power steering. Kencengin belt kalo kendor.","Kalau belt kenceng, cek pulley power steering apa aus. Ganti pulley kalo aus.","Kalau bunyi tetep ada, cek pompa power steering."
mobil,Setir mobil bunyi aneh pas muter keras pelan keras,Bushing suspensi aus,"Cek bushing suspensi apa aus. Ganti bushing kalo aus.","Kalau bushing oke, cek shockbreaker apa ada bocor. Ganti shockbreaker.","Bawa ke bengkel buat cek suspensi."
motor,Lampu motor bunyi tik pas jalan keras pelan,Bohlam longgar,"Cek apa bohlam lampu longgar. Kencengin bohlam atau ganti soket lampu.","Kalau bohlam kenceng, cek kabel lampu apa ada yang putus. Sambung kabel yang putus.","Kalau bunyi tetep ada, ganti bohlam lampu."
mobil,AC mobil bunyi klik pas nyala keras pelan lelet,Relay AC rusak,"Cek relay AC apa jalan. Ganti relay kalo rusak.","Kalau relay oke, cek switch AC apa berfungsi. Ganti switch kalo rusak.","Kalau bunyi tetep ada, cek kompresor AC."
mobil,AC mobil bunyi aneh pas nyala keras pelan lelet,Kipas blower macet,"Cek kipas blower apa macet. Bersihin atau ganti kipas blower.","Kalau kipas blower oke, cek motor blower apa aus. Ganti motor blower.","Kalau bunyi masih ada, cek ducting AC."
motor,Mesin motor bunyi krek pas ngegas keras pelan lelet,Rantai timing longgar,"Cek kekencangan rantai timing. Kencengin rantai timing.","Kalau rantai timing normal, cek tensioner rantai timing. Ganti tensioner kalo rusak.","Kalau bunyi tetep ada, bawa ke bengkel buat cek dalam."
mobil,Mesin mobil bunyi kl
