intent,text
service_booking,Bisa bantu atur servis rutin mobil untuk hari Sabtu?
service_booking,Saya ingin booking slot untuk servis motor, kapan kosong?
service_booking,Tolong carikan slot bengkel untuk mobil, kalau bisa cepat.
service_booking,Mau booking servis rutin motor, apa bisa di hari Kamis?
service_booking,Bisa ga sih pesan slot untuk cek rem mobil minggu depan?
service_booking,Saya mau jadwalin servis mobil, mungkin di hari Senin?
service_booking,Tolong bantu booking untuk ganti oli motor, besok boleh?
service_booking,Apa bisa atur servis motor untuk hari Jumat sore?
service_booking,Mau pesan waktu bengkel untuk mobil, apa ada slot di hari Rabu?
service_booking,Bisa bantu jadwalin servis rutin motor untuk minggu ini?
service_booking,Saya ingin booking slot untuk cek mesin mobil, kapan ada waktu?
service_booking,Tolong carikan slot untuk servis mobil di hari Kamis.
service_booking,Mau booking servis motor, apa bisa besok pagi?
service_booking,Bisa ga sih atur jadwal untuk cek ban motor di hari Senin?
service_booking,Saya mau pesan slot servis rutin mobil, kalau bisa akhir pekan.
service_booking,Tolong bantu booking untuk ganti oli motor, hari apa yang kosong?
service_booking,Apa bisa jadwalin servis motor untuk hari Rabu sore?
service_booking,Mau pesan waktu untuk cek mesin mobil, mungkin besok?
service_booking,Bisa bantu atur servis rutin mobil untuk hari Jumat?
service_booking,Saya ingin booking slot untuk servis motor, kapan ada slot?
service_booking,Tolong carikan slot bengkel untuk mobil, kalau bisa cepat.
service_booking,Mau booking servis rutin motor, apa bisa di hari Kamis?
service_booking,Bisa ga sih pesan slot untuk cek rem mobil di hari Senin?
service_booking,Saya mau jadwalin servis mobil, mungkin minggu depan?
service_booking,Tolong bantu booking untuk ganti oli motor, besok boleh?
service_booking,Apa bisa atur servis motor untuk hari Jumat pagi?
service_booking,Mau pesan waktu bengkel untuk mobil, apa ada slot di hari Sabtu?
service_booking,Bisa bantu jadwalin servis rutin motor untuk minggu ini?
service_booking,Saya ingin booking slot untuk cek mesin mobil, kapan kosong?
service_booking,Tolong carikan slot untuk servis mobil di hari Rabu.
service_booking,Mau booking servis motor, apa bisa besok sore?
service_booking,Bisa ga sih atur jadwal untuk cek ban motor di hari Jumat?
service_booking,Saya mau pesan slot servis rutin mobil, kalau bisa minggu ini.
service_booking,Tolong bantu booking untuk ganti oli motor, hari apa aja.
service_booking,Apa bisa jadwalin servis motor untuk hari Senin pagi?
service_booking,Mau pesan waktu untuk cek mesin mobil, mungkin besok?
service_booking,Bisa bantu atur servis rutin mobil untuk hari Kamis?
service_booking,Saya ingin booking slot untuk servis motor, kapan ada waktu?
service_booking,Tolong carikan slot bengkel untuk mobil, kalau bisa cepat.
service_booking,Mau booking servis rutin motor, apa bisa di hari Rabu?
service_booking,Bisa ga sih pesan slot untuk cek rem mobil minggu depan?
service_booking,Saya mau jadwalin servis mobil, mungkin di hari Senin?
service_booking,Tolong bantu booking untuk ganti oli motor, besok boleh?
service_booking,Apa bisa atur servis motor untuk hari Jumat sore?
service_booking,Mau pesan waktu bengkel untuk mobil, apa ada slot di hari Sabtu?
service_booking,Bisa bantu jadwalin servis rutin motor untuk minggu ini?
service_booking,Saya ingin booking slot untuk cek mesin mobil, kapan kosong?
service_booking,Tolong carikan slot untuk servis mobil di hari Rabu.
service_booking,Mau booking servis motor, apa bisa besok pagi?
service_booking,Bisa ga sih atur jadwal untuk cek ban motor di hari Jumat?
service_booking,Saya mau pesan slot servis rutin mobil, kalau bisa akhir pekan.
service_booking,Tolong bantu booking untuk ganti oli motor, hari
